scan_index,step,angle_deg,distance_cm
5,21550,94.04,9.57
5,21575,96.24,9.57
5,21600,98.44,9.59
5,21625,100.63,9.59
5,21650,102.83,8.68
5,21675,105.03,8.68
5,21700,107.23,8.7
5,21725,109.42,8.7
5,21750,111.62,8.68
5,21775,113.82,8.7
5,21800,116.02,8.7
5,21825,118.21,8.7
5,21850,120.41,8.71
5,21875,122.61,8.71
5,21900,124.8,8.68
5,21925,127.0,7.79
5,21950,129.2,7.79
5,21975,131.4,7.8
5,22000,133.59,7.79
5,22025,135.79,7.79
5,22050,137.99,10.46
5,22075,140.19,10.48
5,22100,142.38,9.88
5,22125,144.58,9.88
5,22150,146.78,9.88
5,22175,148.97,9.88
5,22200,151.17,9.88
5,22225,153.37,9.88
5,22250,155.57,8.99
5,22275,157.76,8.99
5,22300,159.96,8.99
5,22325,162.16,9.0
5,22350,164.36,8.99
5,22375,166.55,9.0
5,22400,168.75,8.99
5,22425,170.95,8.99
5,22450,173.14,9.0
5,22475,175.34,8.97
5,22500,177.54,8.99
5,22525,179.74,8.99
5,22550,181.93,8.99
5,22575,184.13,8.11
5,22600,186.33,8.97
5,22625,188.53,8.99
5,22650,190.72,8.99
5,22675,192.92,8.99
5,22700,195.12,8.97
5,22725,197.31,8.97
5,22750,199.51,8.97
5,22775,201.71,8.99
5,22800,203.91,8.99
5,22825,206.1,8.99
5,22850,208.3,8.97
5,22875,210.5,8.99
5,22900,212.7,8.97
5,22925,214.89,8.99
5,22950,217.09,8.99
5,22975,219.29,8.97
5,23000,221.48,8.99
5,23025,223.68,8.99
5,23050,225.88,8.99
5,23075,228.08,8.99
5,23100,230.27,8.97
5,23125,232.47,8.97
5,23150,234.67,8.99
5,23175,236.87,8.97
5,23200,239.06,8.99
5,23225,241.26,8.99
5,23250,243.46,8.99
5,23275,245.65,8.99
5,23300,247.85,8.99
5,23325,250.05,8.99
5,23350,252.25,9.88
5,23375,254.44,9.86
5,23400,256.64,9.86
5,23425,258.84,9.88
5,23450,261.04,9.86
5,23475,263.23,10.79
5,23500,265.43,10.77
5,23525,267.63,7.79
5,23550,269.82,8.68
5,23575,272.02,7.8
5,23600,274.22,8.7
5,23625,276.42,7.8
5,23650,278.61,8.68
5,23675,280.81,8.68
5,23700,283.01,8.7
5,23725,285.21,8.7
5,23750,287.4,8.7
5,23775,289.6,8.68
5,23800,291.8,8.71
5,23825,293.99,8.71
5,23850,296.19,8.7
5,23875,298.39,8.68
5,23900,300.59,9.57
5,23925,302.78,9.57
5,23950,304.98,9.55
5,23975,307.18,9.59
5,24000,309.38,10.48
5,24025,311.57,10.44
5,24050,313.77,10.48
5,24075,315.97,10.48
5,24100,318.16,11.37
5,24125,320.36,11.37
5,24150,322.56,11.37
5,24225,329.15,9.3
5,24250,331.35,9.28
5,24275,333.54,9.28
5,24300,335.74,9.3
5,24325,337.94,9.3
5,24350,340.14,9.28
5,24375,342.33,9.3
5,24400,344.53,9.3
5,24425,346.73,10.17
5,24450,348.93,10.17
5,24475,351.12,10.17
5,24500,353.32,11.08
5,24525,355.52,11.06
5,24550,357.71,11.06
5,24575,359.91,11.08
6,24600,2.11,11.08
6,24625,4.31,11.06
6,24650,6.5,11.08
6,24700,10.9,11.08
6,24750,15.29,11.08
6,24800,19.69,11.08
6,24850,24.08,11.06
6,24875,26.28,11.06
6,24900,28.48,11.08
6,24925,30.67,11.06
6,24950,32.87,11.06
6,24975,35.07,11.04
6,25000,37.27,11.08
6,25025,39.46,11.06
6,25050,41.66,11.06
6,25075,43.86,11.08
6,25100,46.05,10.17
6,25125,48.25,10.17
6,25150,50.45,10.17
6,25175,52.65,10.17
6,25200,54.84,10.15
6,25225,57.04,10.17
6,25250,59.24,9.3
6,25275,61.44,9.3
6,25300,63.63,9.3
6,25325,65.83,9.28
6,25350,68.03,9.28
6,25375,70.22,9.28
6,25400,72.42,9.28
6,25425,74.62,9.3
6,25450,76.82,9.28
6,25475,79.01,9.3
6,25500,81.21,11.35
6,25525,83.41,11.37
6,25550,85.61,11.34
6,25575,87.8,11.37
6,25600,90.0,10.48
6,25625,92.2,10.5
